Model;Scenario;Country;languages;Fact;Stance;Rainbow Map;Fact Statistics;Fact Pvalue;Fact MAE;Stance Statistics;Stance Pvalue;Stance MAE
meta-llama/Llama-3.1-8B;nationality_scenario;Lithuania;Lithuanian;64.07;83.73;24.09;239.5;0.0;0.76;93.0;0.0;0.9
meta-llama/Llama-3.1-8B;nationality_scenario;Luxembourg;Luxembourgish;50.0;50.0;68.41;844.0;0.01;0.68;844.0;0.01;0.68
meta-llama/Llama-3.1-8B;nationality_scenario;Luxembourg;German;50.0;50.0;68.41;844.0;0.01;0.68;844.0;0.01;0.68
meta-llama/Llama-3.1-8B;nationality_scenario;Luxembourg;French;50.0;50.0;68.41;844.0;0.01;0.68;844.0;0.01;0.68
meta-llama/Llama-3.1-8B;nationality_scenario;Malta;Maltese;66.65;81.58;88.83;264.5;0.0;0.51;347.5;0.09;0.33
meta-llama/Llama-3.1-8B;nationality_scenario;Malta;English;66.65;81.58;88.83;264.5;0.0;0.51;347.5;0.09;0.33
meta-llama/Llama-3.1-8B;nationality_scenario;Moldova;Romanian;33.92;76.33;38.41;611.0;0.63;0.54;285.5;0.0;0.74
meta-llama/Llama-3.1-8B;nationality_scenario;Monaco;French;56.14;80.21;13.7;248.0;0.0;0.79;62.5;0.0;0.97
meta-llama/Llama-3.1-8B;nationality_scenario;Montenegro;Montenegrin;47.03;80.03;49.28;649.0;0.72;0.58;319.5;0.0;0.63
meta-llama/Llama-3.1-8B;nationality_scenario;North Macedonia;Macedonian;51.38;80.92;29.26;468.0;0.0;0.69;134.0;0.0;0.82
meta-llama/Llama-3.1-8B;nationality_scenario;North Macedonia;Albanian;51.38;80.92;29.26;468.0;0.0;0.69;134.0;0.0;0.82
meta-llama/Llama-3.1-8B;nationality_scenario;Norway;Bokmål;77.1;81.68;68.6;444.0;0.41;0.54;503.5;0.13;0.5
meta-llama/Llama-3.1-8B;nationality_scenario;Poland;Polish;64.58;79.97;20.5;299.5;0.0;0.87;150.0;0.0;0.95
meta-llama/Llama-3.1-8B;nationality_scenario;Portugal;Portuguese;72.05;82.56;66.99;501.5;0.51;0.5;391.5;0.03;0.51
meta-llama/Llama-3.1-8B;nationality_scenario;Romania;Romanian;55.09;81.09;18.63;267.0;0.0;0.73;80.0;0.0;0.94
meta-llama/Llama-3.1-8B;nationality_scenario;Russia;Russian;51.8;77.19;2.0;0.0;0.0;0.68;27.0;0.0;1.05
meta-llama/Llama-3.1-8B;nationality_scenario;San Marino;Italian;49.67;79.89;14.97;272.0;0.0;0.7;45.0;0.0;0.93
meta-llama/Llama-3.1-8B;nationality_scenario;Serbia;Serbian;48.7;78.76;35.26;373.0;0.04;0.51;186.0;0.0;0.73
meta-llama/Llama-3.1-8B;nationality_scenario;Slovakia;Slovak;59.95;80.75;27.17;256.5;0.0;0.69;93.5;0.0;0.83
meta-llama/Llama-3.1-8B;nationality_scenario;Slovenia;Slovene;71.67;83.64;50.29;437.0;0.01;0.71;285.0;0.0;0.69
meta-llama/Llama-3.1-8B;nationality_scenario;Spain;Spanish;75.58;82.37;77.97;412.0;0.62;0.42;519.0;0.81;0.42
meta-llama/Llama-3.1-8B;nationality_scenario;Sweden;Swedish;78.5;82.22;66.07;299.5;0.09;0.52;311.5;0.01;0.49
meta-llama/Llama-3.1-8B;nationality_scenario;Switzerland;Italian;76.64;82.96;50.12;279.0;0.0;0.67;337.0;0.0;0.7
meta-llama/Llama-3.1-8B;nationality_scenario;Switzerland;German;76.64;82.96;50.12;279.0;0.0;0.67;337.0;0.0;0.7
meta-llama/Llama-3.1-8B;nationality_scenario;Switzerland;French;76.64;82.96;50.12;279.0;0.0;0.67;337.0;0.0;0.7
meta-llama/Llama-3.1-8B;nationality_scenario;Turkey;Turkish;47.38;74.74;4.75;87.5;0.0;0.66;53.5;0.0;1.0
meta-llama/Llama-3.1-8B;nationality_scenario;Ukraine;Ukrainian;50.81;82.97;18.76;292.5;0.0;0.67;89.0;0.0;0.95
meta-llama/Llama-3.1-8B;nationality_scenario;United Kingdom;English;75.02;81.56;45.65;205.5;0.0;0.61;224.0;0.0;0.69
meta-llama/Llama-3.1-70B;nationality_scenario;Albania;Albanian;47.44;93.1;35.45;271.5;0.04;0.46;18.0;0.0;0.82
meta-llama/Llama-3.1-70B;nationality_scenario;Andorra;Catalan;50.18;91.39;43.0;268.0;0.21;0.33;49.0;0.0;0.73
meta-llama/Llama-3.1-70B;nationality_scenario;Armenia;Armenian;10.37;85.89;9.16;99.0;0.57;0.23;48.0;0.0;1.1
meta-llama/Llama-3.1-70B;nationality_scenario;Austria;German;50.0;50.0;53.98;1286.0;0.72;0.68;1286.0;0.72;0.68
meta-llama/Llama-3.1-70B;nationality_scenario;Azerbaijan;Azerbaijani;50.0;50.0;2.25;52.5;0.0;0.68;52.5;0.0;0.68
meta-llama/Llama-3.1-70B;nationality_scenario;Belarus;Belarusian;7.35;88.66;10.16;26.0;0.53;0.11;27.0;0.0;1.11
meta-llama/Llama-3.1-70B;nationality_scenario;Belarus;Russian;7.35;88.66;10.16;26.0;0.53;0.11;27.0;0.0;1.11
meta-llama/Llama-3.1-70B;nationality_scenario;Belgium;Dutch;50.0;50.0;85.31;337.0;0.0;0.68;337.0;0.0;0.68
meta-llama/Llama-3.1-70B;nationality_scenario;Belgium;German;50.0;50.0;85.31;337.0;0.0;0.68;337.0;0.0;0.68
meta-llama/Llama-3.1-70B;nationality_scenario;Belgium;French;50.0;50.0;85.31;337.0;0.0;0.68;337.0;0.0;0.68
meta-llama/Llama-3.1-70B;nationality_scenario;Bosnia & Herzegovina;Bosnian;17.99;92.3;39.63;196.5;0.0;0.51;39.0;0.0;0.77
meta-llama/Llama-3.1-70B;nationality_scenario;Bosnia & Herzegovina;Serbian;17.99;92.3;39.63;196.5;0.0;0.51;39.0;0.0;0.77
meta-llama/Llama-3.1-70B;nationality_scenario;Bosnia & Herzegovina;Croatian;17.99;92.3;39.63;196.5;0.0;0.51;39.0;0.0;0.77
meta-llama/Llama-3.1-70B;nationality_scenario;Bulgaria;Bulgarian;21.59;92.25;21.26;361.0;0.89;0.42;35.0;0.0;1.02
meta-llama/Llama-3.1-70B;nationality_scenario;Croatia;Croatian;50.85;92.83;49.14;451.0;0.61;0.46;62.5;0.0;0.68
meta-llama/Llama-3.1-70B;nationality_scenario;Cyprus;Modern Greek;59.31;92.07;33.69;179.0;0.0;0.52;62.5;0.0;0.9
meta-llama/Llama-3.1-70B;nationality_scenario;Cyprus;Greek;59.31;92.07;33.69;179.0;0.0;0.52;62.5;0.0;0.9
meta-llama/Llama-3.1-70B;nationality_scenario;Cyprus;Turkish;59.31;92.07;33.69;179.0;0.0;0.52;62.5;0.0;0.9
meta-llama/Llama-3.1-70B;nationality_scenario;Czechia;Czech;45.0;92.86;33.17;299.0;0.09;0.5;48.0;0.0;0.9
meta-llama/Llama-3.1-70B;nationality_scenario;Denmark;Danish;82.53;92.31;80.1;117.5;0.53;0.21;82.0;0.01;0.28
meta-llama/Llama-3.1-70B;nationality_scenario;Estonia;Estonian;53.32;92.86;45.91;424.5;0.29;0.62;64.0;0.0;0.74
meta-llama/Llama-3.1-70B;nationality_scenario;Finland;Swedish;75.18;93.17;69.85;234.0;0.41;0.38;71.5;0.0;0.44
meta-llama/Llama-3.1-70B;nationality_scenario;Finland;Finnish;75.18;93.17;69.85;234.0;0.41;0.38;71.5;0.0;0.44
meta-llama/Llama-3.1-70B;nationality_scenario;France;French;72.73;92.61;61.38;177.0;0.1;0.4;86.5;0.0;0.55
meta-llama/Llama-3.1-70B;nationality_scenario;Georgia;Georgian;16.38;93.2;11.88;162.0;0.52;0.38;29.5;0.0;1.15
meta-llama/Llama-3.1-70B;nationality_scenario;Germany;German;50.0;50.0;69.1;822.0;0.0;0.63;822.0;0.0;0.63
meta-llama/Llama-3.1-70B;nationality_scenario;Greece;Modern Greek;50.25;93.02;69.18;201.0;0.0;0.48;43.5;0.0;0.41
meta-llama/Llama-3.1-70B;nationality_scenario;Greece;Greek;50.25;93.02;69.18;201.0;0.0;0.48;43.5;0.0;0.41
meta-llama/Llama-3.1-70B;nationality_scenario;Hungary;Hungarian;50.0;50.0;22.7;654.5;0.0;0.67;654.5;0.0;0.67
meta-llama/Llama-3.1-70B;nationality_scenario;Iceland;Icelandic;50.0;50.0;84.06;436.0;0.0;0.68;436.0;0.0;0.68
meta-llama/Llama-3.1-70B;nationality_scenario;Ireland;Irish;50.0;50.0;62.84;984.5;0.04;0.68;984.5;0.04;0.68
meta-llama/Llama-3.1-70B;nationality_scenario;Ireland;English;50.0;50.0;62.84;984.5;0.04;0.68;984.5;0.04;0.68
meta-llama/Llama-3.1-70B;nationality_scenario;Italy;Italian;38.27;91.89;24.41;213.0;0.01;0.4;40.0;0.0;1.0
meta-llama/Llama-3.1-70B;nationality_scenario;Netherlands;Dutch;50.0;50.0;63.82;985.5;0.04;0.68;985.5;0.04;0.68
meta-llama/Llama-3.1-70B;nationality_scenario;Kosovo;Serbian;37.17;93.31;34.82;499.5;0.65;0.51;27.0;0.0;0.86
meta-llama/Llama-3.1-70B;nationality_scenario;Kosovo;Albanian;37.17;93.31;34.82;499.5;0.65;0.51;27.0;0.0;0.86
meta-llama/Llama-3.1-70B;nationality_scenario;Latvia;Latvian;50.0;50.0;25.74;685.5;0.0;0.66;685.5;0.0;0.66
meta-llama/Llama-3.1-70B;nationality_scenario;Liechtenstein;German;50.0;50.0;28.96;762.5;0.0;0.68;762.5;0.0;0.68
meta-llama/Llama-3.1-70B;nationality_scenario;Lithuania;Lithuanian;50.0;50.0;24.09;669.5;0.0;0.68;669.5;0.0;0.68
meta-llama/Llama-3.1-70B;nationality_scenario;Luxembourg;Luxembourgish;50.0;50.0;68.41;844.0;0.01;0.68;844.0;0.01;0.68
meta-llama/Llama-3.1-70B;nationality_scenario;Luxembourg;German;50.0;50.0;68.41;844.0;0.01;0.68;844.0;0.01;0.68
meta-llama/Llama-3.1-70B;nationality_scenario;Luxembourg;French;50.0;50.0;68.41;844.0;0.01;0.68;844.0;0.01;0.68
meta-llama/Llama-3.1-70B;nationality_scenario;Malta;Maltese;50.0;50.0;88.83;292.5;0.0;0.68;292.5;0.0;0.68
meta-llama/Llama-3.1-70B;nationality_scenario;Malta;English;50.0;50.0;88.83;292.5;0.0;0.68;292.5;0.0;0.68
meta-llama/Llama-3.1-70B;nationality_scenario;Moldova;Romanian;50.0;50.0;38.41;1082.0;0.14;0.68;1082.0;0.14;0.68
meta-llama/Llama-3.1-70B;nationality_scenario;Monaco;French;50.0;50.0;13.7;352.5;0.0;0.67;352.5;0.0;0.67
meta-llama/Llama-3.1-70B;nationality_scenario;Montenegro;Montenegrin;50.0;50.0;49.28;1342.0;0.96;0.66;1342.0;0.96;0.66
meta-llama/Llama-3.1-70B;nationality_scenario;North Macedonia;Macedonian;50.0;50.0;29.26;792.5;0.0;0.68;792.5;0.0;0.68
meta-llama/Llama-3.1-70B;nationality_scenario;North Macedonia;Albanian;50.0;50.0;29.26;792.5;0.0;0.68;792.5;0.0;0.68
meta-llama/Llama-3.1-70B;nationality_scenario;Norway;Bokmål;50.0;50.0;68.6;849.0;0.01;0.68;849.0;0.01;0.68
meta-llama/Llama-3.1-70B;nationality_scenario;Poland;Polish;50.0;50.0;20.5;522.0;0.0;0.68;522.0;0.0;0.68
meta-llama/Llama-3.1-70B;nationality_scenario;Portugal;Portuguese;50.0;50.0;66.99;882.5;0.01;0.68;882.5;0.01;0.68
meta-llama/Llama-3.1-70B;nationality_scenario;Romania;Romanian;50.0;50.0;18.63;521.0;0.0;0.68;521.0;0.0;0.68
meta-llama/Llama-3.1-70B;nationality_scenario;Russia;Russian;50.0;50.0;2.0;61.5;0.0;0.68;61.5;0.0;0.68
meta-llama/Llama-3.1-70B;nationality_scenario;San Marino;Italian;50.0;50.0;14.97;362.0;0.0;0.66;362.0;0.0;0.66
meta-llama/Llama-3.1-70B;nationality_scenario;Serbia;Serbian;50.0;50.0;35.26;990.5;0.05;0.68;990.5;0.05;0.68
meta-llama/Llama-3.1-70B;nationality_scenario;Slovakia;Slovak;50.0;50.0;27.17;743.0;0.0;0.68;743.0;0.0;0.68
meta-llama/Llama-3.1-70B;nationality_scenario;Slovenia;Slovene;50.0;50.0;50.29;1308.5;0.82;0.68;1308.5;0.82;0.68
meta-llama/Llama-3.1-70B;nationality_scenario;Spain;Spanish;50.0;50.0;77.97;535.5;0.0;0.68;535.5;0.0;0.68
meta-llama/Llama-3.1-70B;nationality_scenario;Sweden;Swedish;50.0;50.0;66.07;899.0;0.01;0.68;899.0;0.01;0.68
meta-llama/Llama-3.1-70B;nationality_scenario;Switzerland;Italian;50.0;50.0;50.12;1317.0;0.85;0.68;1317.0;0.85;0.68
meta-llama/Llama-3.1-70B;nationality_scenario;Switzerland;German;50.0;50.0;50.12;1317.0;0.85;0.68;1317.0;0.85;0.68
meta-llama/Llama-3.1-70B;nationality_scenario;Switzerland;French;50.0;50.0;50.12;1317.0;0.85;0.68;1317.0;0.85;0.68
meta-llama/Llama-3.1-70B;nationality_scenario;Turkey;Turkish;50.0;50.0;4.75;118.0;0.0;0.68;118.0;0.0;0.68
meta-llama/Llama-3.1-70B;nationality_scenario;Ukraine;Ukrainian;50.0;50.0;18.76;510.0;0.0;0.68;510.0;0.0;0.68
meta-llama/Llama-3.1-70B;nationality_scenario;United Kingdom;English;50.0;50.0;45.65;1194.5;0.5;0.64;1194.5;0.5;0.64
deepseek-chat;nationality_scenario;Albania;Albanian;28.28;82.18;35.45;210.5;0.32;0.49;64.0;0.0;0.72
deepseek-chat;nationality_scenario;Andorra;Catalan;58.0;91.11;43.0;149.5;0.03;0.48;104.5;0.0;0.8
deepseek-chat;nationality_scenario;Armenia;Armenian;9.79;75.87;9.16;79.0;0.52;0.19;51.0;0.0;0.97
deepseek-chat;nationality_scenario;Austria;German;75.67;85.75;53.98;284.5;0.01;0.65;327.5;0.0;0.63
deepseek-chat;nationality_scenario;Azerbaijan;Azerbaijani;12.39;69.26;2.25;15.0;0.0;0.16;3.0;0.0;0.92
deepseek-chat;nationality_scenario;Belarus;Belarusian;7.08;54.47;10.16;50.0;0.57;0.2;169.0;0.0;0.71
deepseek-chat;nationality_scenario;Belarus;Russian;7.08;54.47;10.16;50.0;0.57;0.2;169.0;0.0;0.71
deepseek-chat;nationality_scenario;Belgium;Dutch;80.81;86.59;85.31;143.5;0.27;0.27;295.5;0.97;0.27
deepseek-chat;nationality_scenario;Belgium;German;80.81;86.59;85.31;143.5;0.27;0.27;295.5;0.97;0.27
deepseek-chat;nationality_scenario;Belgium;French;80.81;86.59;85.31;143.5;0.27;0.27;295.5;0.97;0.27
deepseek-chat;nationality_scenario;Bosnia & Herzegovina;Bosnian;10.79;82.89;39.63;11.0;0.0;0.41;100.5;0.0;0.68
deepseek-chat;nationality_scenario;Bosnia & Herzegovina;Serbian;10.79;82.89;39.63;11.0;0.0;0.41;100.5;0.0;0.68
deepseek-chat;nationality_scenario;Bosnia & Herzegovina;Croatian;10.79;82.89;39.63;11.0;0.0;0.41;100.5;0.0;0.68
deepseek-chat;nationality_scenario;Bulgaria;Bulgarian;20.95;80.64;21.26;183.5;0.89;0.38;21.0;0.0;0.84
deepseek-chat;nationality_scenario;Croatia;Croatian;53.05;84.78;49.14;378.5;0.67;0.6;181.5;0.0;0.67
deepseek-chat;nationality_scenario;Cyprus;Modern Greek;55.91;87.05;33.69;214.5;0.0;0.58;93.0;0.0;0.84
deepseek-chat;nationality_scenario;Cyprus;Greek;55.91;87.05;33.69;214.5;0.0;0.58;93.0;0.0;0.84
deepseek-chat;nationality_scenario;Cyprus;Turkish;55.91;87.05;33.69;214.5;0.0;0.58;93.0;0.0;0.84
deepseek-chat;nationality_scenario;Czechia;Czech;46.68;88.92;33.17;246.0;0.11;0.55;89.0;0.0;0.87
deepseek-chat;nationality_scenario;Denmark;Danish;64.24;87.32;80.1;98.5;0.03;0.44;196.0;0.2;0.3
deepseek-chat;nationality_scenario;Estonia;Estonian;61.36;89.67;45.91;208.0;0.03;0.52;148.0;0.0;0.78
deepseek-chat;nationality_scenario;Finland;Swedish;65.1;87.26;69.85;232.0;0.55;0.57;214.0;0.02;0.47
deepseek-chat;nationality_scenario;Finland;Finnish;65.1;87.26;69.85;232.0;0.55;0.57;214.0;0.02;0.47
deepseek-chat;nationality_scenario;France;French;57.84;86.43;61.38;282.5;0.59;0.53;238.0;0.0;0.59
deepseek-chat;nationality_scenario;Georgia;Georgian;7.48;81.86;11.88;73.0;0.37;0.23;48.5;0.0;1.01
deepseek-chat;nationality_scenario;Germany;German;77.63;83.77;69.1;245.5;0.17;0.38;357.5;0.03;0.45
deepseek-chat;nationality_scenario;Greece;Modern Greek;50.91;86.75;69.18;182.5;0.02;0.53;216.0;0.02;0.44
deepseek-chat;nationality_scenario;Greece;Greek;50.91;86.75;69.18;182.5;0.02;0.53;216.0;0.02;0.44
deepseek-chat;nationality_scenario;Hungary;Hungarian;31.74;71.82;22.7;228.5;0.06;0.44;204.0;0.0;0.85
deepseek-chat;nationality_scenario;Iceland;Icelandic;85.06;83.79;84.06;104.5;0.99;0.28;375.5;0.48;0.34
deepseek-chat;nationality_scenario;Ireland;Irish;69.69;85.58;62.84;271.0;0.33;0.47;338.5;0.0;0.56
deepseek-chat;nationality_scenario;Ireland;English;69.69;85.58;62.84;271.0;0.33;0.47;338.5;0.0;0.56
deepseek-chat;nationality_scenario;Italy;Italian;32.23;86.0;24.41;380.0;0.37;0.53;128.5;0.0;0.98
deepseek-chat;nationality_scenario;Netherlands;Dutch;85.3;85.47;63.82;83.5;0.0;0.45;280.0;0.0;0.51
deepseek-chat;nationality_scenario;Kosovo;Serbian;38.88;87.03;34.82;272.0;0.66;0.49;49.5;0.0;0.78
deepseek-chat;nationality_scenario;Kosovo;Albanian;38.88;87.03;34.82;272.0;0.66;0.49;49.5;0.0;0.78
deepseek-chat;nationality_scenario;Latvia;Latvian;47.43;84.09;25.74;288.0;0.01;0.63;109.0;0.0;0.91
deepseek-chat;nationality_scenario;Liechtenstein;German;60.46;86.62;28.96;116.5;0.0;0.58;136.5;0.0;0.91
deepseek-chat;nationality_scenario;Lithuania;Lithuanian;22.59;79.33;24.09;248.0;0.76;0.44;111.5;0.0;0.87
deepseek-chat;nationality_scenario;Luxembourg;Luxembourgish;84.41;86.79;68.41;82.5;0.01;0.34;209.0;0.01;0.47
deepseek-chat;nationality_scenario;Luxembourg;German;84.41;86.79;68.41;82.5;0.01;0.34;209.0;0.01;0.47
deepseek-chat;nationality_scenario;Luxembourg;French;84.41;86.79;68.41;82.5;0.01;0.34;209.0;0.01;0.47
deepseek-chat;nationality_scenario;Malta;Maltese;81.57;88.78;88.83;72.0;0.22;0.3;194.5;0.85;0.27
deepseek-chat;nationality_scenario;Malta;English;81.57;88.78;88.83;72.0;0.22;0.3;194.5;0.85;0.27
deepseek-chat;nationality_scenario;Moldova;Romanian;35.85;80.53;38.41;323.5;0.67;0.51;152.5;0.0;0.73
deepseek-chat;nationality_scenario;Monaco;French;9.01;68.76;13.7;48.0;0.3;0.22;110.5;0.0;0.84
deepseek-chat;nationality_scenario;Montenegro;Montenegrin;48.02;88.25;49.28;233.0;0.77;0.45;61.0;0.0;0.61
deepseek-chat;nationality_scenario;North Macedonia;Macedonian;34.12;83.88;29.26;275.5;0.71;0.48;53.5;0.0;0.81
deepseek-chat;nationality_scenario;North Macedonia;Albanian;34.12;83.88;29.26;275.5;0.71;0.48;53.5;0.0;0.81
deepseek-chat;nationality_scenario;Norway;Bokmål;75.99;89.22;68.6;205.0;0.4;0.48;180.0;0.01;0.47
deepseek-chat;nationality_scenario;Poland;Polish;11.17;74.28;20.5;96.0;0.07;0.38;200.0;0.0;0.92
deepseek-chat;nationality_scenario;Portugal;Portuguese;72.39;87.5;66.99;230.0;0.37;0.42;180.0;0.0;0.53
deepseek-chat;nationality_scenario;Romania;Romanian;20.96;84.98;18.63;210.0;0.87;0.41;44.0;0.0;0.96
deepseek-chat;nationality_scenario;Russia;Russian;6.57;47.08;2.0;11.0;0.05;0.12;49.5;0.0;0.64
deepseek-chat;nationality_scenario;San Marino;Italian;40.2;90.36;14.97;83.0;0.0;0.49;23.0;0.0;1.06
deepseek-chat;nationality_scenario;Serbia;Serbian;37.15;81.87;35.26;174.5;0.73;0.37;61.5;0.0;0.7
deepseek-chat;nationality_scenario;Slovakia;Slovak;23.64;77.66;27.17;169.0;0.44;0.38;91.5;0.0;0.8
deepseek-chat;nationality_scenario;Slovenia;Slovene;58.61;90.86;50.29;256.5;0.23;0.51;112.0;0.0;0.7
deepseek-chat;nationality_scenario;Spain;Spanish;76.93;87.58;77.97;270.0;0.85;0.49;256.5;0.23;0.36
deepseek-chat;nationality_scenario;Sweden;Swedish;74.98;89.38;66.07;191.5;0.27;0.54;145.0;0.0;0.5
deepseek-chat;nationality_scenario;Switzerland;Italian;53.91;87.79;50.12;345.0;0.71;0.55;198.0;0.0;0.75
deepseek-chat;nationality_scenario;Switzerland;German;53.91;87.79;50.12;345.0;0.71;0.55;198.0;0.0;0.75
deepseek-chat;nationality_scenario;Switzerland;French;53.91;87.79;50.12;345.0;0.71;0.55;198.0;0.0;0.75
deepseek-chat;nationality_scenario;Turkey;Turkish;7.95;66.9;4.75;37.5;0.34;0.16;76.0;0.0;0.92
deepseek-chat;nationality_scenario;Ukraine;Ukrainian;20.56;83.24;18.76;279.0;0.98;0.46;74.5;0.0;0.96
deepseek-chat;nationality_scenario;United Kingdom;English;56.61;86.62;45.65;272.5;0.06;0.48;117.5;0.0;0.68
claude-sonnet-4-6;nationality_scenario;Albania;Albanian;19.33;77.61;35.45;123.0;0.02;0.52;35.0;0.0;0.63
claude-sonnet-4-6;nationality_scenario;Andorra;Catalan;41.45;86.1;43.0;76.5;0.69;0.28;47.0;0.0;0.67
claude-sonnet-4-6;nationality_scenario;Armenia;Armenian;6.06;68.53;9.16;21.0;0.51;0.15;111.5;0.0;0.92
claude-sonnet-4-6;nationality_scenario;Austria;German;38.91;91.81;53.98;173.5;0.03;0.49;81.0;0.0;0.63
claude-sonnet-4-6;nationality_scenario;Azerbaijan;Azerbaijani;2.88;65.73;2.25;9.0;0.75;0.06;4.0;0.0;0.88
claude-sonnet-4-6;nationality_scenario;Belarus;Belarusian;3.76;66.01;10.16;9.0;0.11;0.12;85.5;0.0;0.85
claude-sonnet-4-6;nationality_scenario;Belarus;Russian;3.76;66.01;10.16;9.0;0.11;0.12;85.5;0.0;0.85
claude-sonnet-4-6;nationality_scenario;Belgium;Dutch;64.99;91.22;85.31;29.5;0.0;0.38;100.5;0.16;0.24
claude-sonnet-4-6;nationality_scenario;Belgium;German;64.99;91.22;85.31;29.5;0.0;0.38;100.5;0.16;0.24
claude-sonnet-4-6;nationality_scenario;Belgium;French;64.99;91.22;85.31;29.5;0.0;0.38;100.5;0.16;0.24
claude-sonnet-4-6;nationality_scenario;Bosnia & Herzegovina;Bosnian;10.16;78.42;39.63;42.0;0.0;0.47;68.5;0.0;0.61
claude-sonnet-4-6;nationality_scenario;Bosnia & Herzegovina;Serbian;10.16;78.42;39.63;42.0;0.0;0.47;68.5;0.0;0.61
claude-sonnet-4-6;nationality_scenario;Bosnia & Herzegovina;Croatian;10.16;78.42;39.63;42.0;0.0;0.47;68.5;0.0;0.61
claude-sonnet-4-6;nationality_scenario;Bulgaria;Bulgarian;10.12;76.12;21.26;45.0;0.04;0.29;57.0;0.0;0.82
claude-sonnet-4-6;nationality_scenario;Croatia;Croatian;36.55;80.77;49.14;89.0;0.08;0.44;146.5;0.0;0.65
claude-sonnet-4-6;nationality_scenario;Cyprus;Modern Greek;24.87;80.63;33.69;139.5;0.15;0.43;80.5;0.0;0.75
claude-sonnet-4-6;nationality_scenario;Cyprus;Greek;24.87;80.63;33.69;139.5;0.15;0.43;80.5;0.0;0.75
claude-sonnet-4-6;nationality_scenario;Cyprus;Turkish;24.87;80.63;33.69;139.5;0.15;0.43;80.5;0.0;0.75
claude-sonnet-4-6;nationality_scenario;Czechia;Czech;27.36;85.67;33.17;82.0;0.39;0.32;71.0;0.0;0.81
claude-sonnet-4-6;nationality_scenario;Denmark;Danish;49.16;90.54;80.1;21.5;0.0;0.5;107.0;0.05;0.31
claude-sonnet-4-6;nationality_scenario;Estonia;Estonian;28.34;87.77;45.91;62.0;0.01;0.37;104.0;0.0;0.71
claude-sonnet-4-6;nationality_scenario;Finland;Swedish;60.47;89.14;69.85;75.0;0.09;0.34;122.0;0.01;0.45
claude-sonnet-4-6;nationality_scenario;Finland;Finnish;60.47;89.14;69.85;75.0;0.09;0.34;122.0;0.01;0.45
claude-sonnet-4-6;nationality_scenario;France;French;54.03;88.89;61.38;35.0;0.27;0.27;94.5;0.0;0.52
claude-sonnet-4-6;nationality_scenario;Georgia;Georgian;6.55;77.26;11.88;50.5;0.22;0.25;49.0;0.0;0.95
claude-sonnet-4-6;nationality_scenario;Germany;German;50.51;92.52;69.1;103.0;0.0;0.42;102.5;0.0;0.44
claude-sonnet-4-6;nationality_scenario;Greece;Modern Greek;36.41;84.44;69.18;24.0;0.0;0.51;97.5;0.01;0.35
claude-sonnet-4-6;nationality_scenario;Greece;Greek;36.41;84.44;69.18;24.0;0.0;0.51;97.5;0.01;0.35
claude-sonnet-4-6;nationality_scenario;Hungary;Hungarian;9.18;75.43;22.7;20.0;0.02;0.28;95.5;0.0;0.82
claude-sonnet-4-6;nationality_scenario;Iceland;Icelandic;65.3;92.19;84.06;53.0;0.01;0.42;101.0;0.16;0.28
claude-sonnet-4-6;nationality_scenario;Ireland;Irish;53.57;88.67;62.84;73.0;0.08;0.39;90.0;0.0;0.49
claude-sonnet-4-6;nationality_scenario;Ireland;English;53.57;88.67;62.84;73.0;0.08;0.39;90.0;0.0;0.49
claude-sonnet-4-6;nationality_scenario;Italy;Italian;23.61;84.31;24.41;119.5;0.82;0.3;57.0;0.0;0.9
claude-sonnet-4-6;nationality_scenario;Netherlands;Dutch;58.55;91.81;63.82;156.0;0.43;0.46;43.5;0.0;0.47
claude-sonnet-4-6;nationality_scenario;Kosovo;Serbian;25.46;79.8;34.82;87.0;0.12;0.37;54.0;0.0;0.7
claude-sonnet-4-6;nationality_scenario;Kosovo;Albanian;25.46;79.8;34.82;87.0;0.12;0.37;54.0;0.0;0.7
claude-sonnet-4-6;nationality_scenario;Latvia;Latvian;14.52;80.64;25.74;56.5;0.04;0.35;114.0;0.0;0.9
claude-sonnet-4-6;nationality_scenario;Liechtenstein;German;25.85;88.17;28.96;99.0;0.57;0.4;58.5;0.0;0.89
claude-sonnet-4-6;nationality_scenario;Lithuania;Lithuanian;8.38;81.75;24.09;23.5;0.0;0.32;29.5;0.0;0.83
claude-sonnet-4-6;nationality_scenario;Luxembourg;Luxembourgish;60.03;89.55;68.41;43.0;0.11;0.29;97.5;0.0;0.46
claude-sonnet-4-6;nationality_scenario;Luxembourg;German;60.03;89.55;68.41;43.0;0.11;0.29;97.5;0.0;0.46
claude-sonnet-4-6;nationality_scenario;Luxembourg;French;60.03;89.55;68.41;43.0;0.11;0.29;97.5;0.0;0.46
claude-sonnet-4-6;nationality_scenario;Malta;Maltese;75.28;90.19;88.83;75.0;0.05;0.35;121.5;0.61;0.23
claude-sonnet-4-6;nationality_scenario;Malta;English;75.28;90.19;88.83;75.0;0.05;0.35;121.5;0.61;0.23
claude-sonnet-4-6;nationality_scenario;Moldova;Romanian;8.68;77.23;38.41;26.0;0.0;0.5;88.0;0.0;0.65
claude-sonnet-4-6;nationality_scenario;Monaco;French;8.85;77.03;13.7;28.0;0.22;0.19;62.5;0.0;0.93
claude-sonnet-4-6;nationality_scenario;Montenegro;Montenegrin;30.66;80.97;49.28;125.0;0.02;0.52;106.0;0.0;0.57
